customer_id,age,gender,income,region,signup_days_ago
CUST00149,56.0,Male,23027.77,East,799
CUST00150,44.0,Male,62355.75,West,1452
CUST00151,26.0,Male,36471.31,East,436
CUST00152,32.0,Female,30651.93,Central,954
CUST00153,32.0,Female,27597.53,North,1902
CUST00154,43.0,Other,75028.39,West,1533
CUST00155,59.0,Female,43673.26,North,676
CUST00156,30.0,Male,82607.1,Central,251
CUST00157,68.0,Female,45355.57,Central,1209
CUST00158,49.0,Male,24267.56,North,683
CUST00159,56.0,Male,34902.56,North,457
CUST00160,66.0,Female,77244.61,North,1211
CUST00161,69.0,Male,52193.83,Central,1006
CUST00162,49.0,Female,45130.83,South,1469
CUST00163,21.0,Male,57880.33,North,1035
CUST00164,47.0,Female,64032.09,West,1379
CUST00165,54.0,Female,75113.18,Central,400
CUST00166,40.0,Female,81072.99,East,1397
CUST00167,56.0,Female,48524.16,East,1315
CUST00168,62.0,Female,31131.14,West,1336
CUST00169,32.0,Male,47557.63,South,879
CUST00170,60.0,Female,59685.05,North,885
CUST00171,46.0,Male,37652.34,Central,258
CUST00172,53.0,Female,37771.28,North,1941
CUST00173,30.0,Female,61188.18,Central,309
CUST00174,49.0,Female,54124.26,East,1923
CUST00175,24.0,Male,55590.35,North,1343
CUST00176,68.0,Male,41347.08,West,1733
CUST00177,39.0,Female,50852.79,South,1100
CUST00178,45.0,Male,38363.8,West,1004
CUST00179,19.0,Male,71023.57,South,1768
CUST00180,59.0,Male,73634.49,North,1267
CUST00181,62.0,Other,21768.62,North,787
CUST00182,23.0,Female,38268.8,South,1077
CUST00183,45.0,Male,28062.47,East,350
CUST00184,45.0,Male,43299.57,Central,303
CUST00185,61.0,Male,53498.12,West,585
CUST00186,61.0,Female,28906.39,West,873
CUST00187,37.0,Female,38406.52,West,1366
CUST00188,47.0,Male,,North,1416
CUST00189,28.0,Male,58730.81,West,697
CUST00190,45.0,Male,56248.2,Central,1029
CUST00191,42.0,Female,42008.72,Central,409
CUST00192,56.0,Female,58182.78,South,740
CUST00193,50.0,Male,45159.76,North,1972
CUST00194,18.0,Male,50110.21,Central,1727
CUST00195,44.0,Male,85122.14,East,1960
CUST00196,69.0,Other,79128.3,North,1523
CUST00197,30.0,Male,31607.54,North,775
CUST00198,58.0,Female,69935.18,Central,704
CUST00199,20.0,Female,69605.14,East,145
CUST00200,56.0,Male,34331.26,South,634
CUST00201,23.0,Male,69738.0,Central,1095
CUST00202,25.0,Male,82682.77,East,1849
CUST00203,44.0,Female,34794.19,North,408
CUST00204,26.0,Female,38484.95,East,1775
CUST00205,54.0,Female,73317.91,North,1259
CUST00206,50.0,Female,59886.92,Central,495
CUST00207,68.0,Male,64926.57,Central,1785
CUST00208,59.0,Other,61130.61,West,309
CUST00209,61.0,Female,62032.53,West,1701
CUST00210,41.0,Male,31123.5,West,647
CUST00211,32.0,Other,73851.72,Central,147
CUST00212,49.0,Female,76052.62,South,1290
CUST00213,49.0,Female,50870.97,Central,338
CUST00214,41.0,Female,54217.41,East,1509
CUST00215,58.0,Female,27440.06,Central,1953
CUST00216,69.0,Female,64256.59,Central,1528
CUST00217,66.0,Male,65297.03,North,129
CUST00218,66.0,Male,53880.56,North,290
CUST00219,69.0,Female,75238.36,North,1022
CUST00220,29.0,Male,48986.61,Central,1358
CUST00221,56.0,Male,65162.91,South,1407
CUST00222,19.0,Male,36646.04,East,315
CUST00223,20.0,Male,54576.06,East,357
CUST00224,66.0,Female,51861.62,South,1156
CUST00225,54.0,Female,59055.54,South,92
CUST00226,66.0,Male,48348.52,East,716
CUST00227,34.0,Male,52633.49,West,1335
CUST00228,66.0,Male,69868.85,North,1494
CUST00229,19.0,Female,47138.24,North,1346
CUST00230,,Female,26081.61,East,767
CUST00231,45.0,Male,86492.51,South,1060
CUST00232,40.0,Female,79866.17,West,668
CUST00233,54.0,Female,31739.27,East,965
CUST00234,49.0,Female,67414.74,North,1145
CUST00235,50.0,Female,45946.45,Central,1988
CUST00236,18.0,Male,59742.77,South,1243
CUST00237,36.0,Female,60296.03,Central,1924
CUST00238,19.0,Male,50780.66,East,505
CUST00239,61.0,Female,40892.22,North,1564
CUST00240,43.0,Female,42570.26,West,1515
CUST00241,49.0,Female,38508.55,Central,82
CUST00242,23.0,Female,40027.2,West,783
CUST00243,49.0,Male,53790.79,North,515
CUST00244,21.0,Female,42116.32,Central,1697
CUST00245,28.0,Other,67276.94,West,1543
CUST00246,34.0,Female,81770.43,West,1417
CUST00247,55.0,Male,44559.04,Central,1165
CUST00248,41.0,Male,59309.28,North,438
CUST00249,22.0,Male,63994.33,West,1060
CUST00250,69.0,Female,63496.04,East,1795
CUST00251,51.0,Female,56367.19,Central,697
CUST00252,23.0,Male,68368.28,South,1250
CUST00253,39.0,Female,63680.48,South,864
CUST00254,,Female,32722.08,North,905
CUST00255,,Female,70644.81,East,1788
CUST00256,33.0,Female,70971.24,West,396
CUST00257,50.0,Female,41260.85,South,1031
CUST00258,26.0,Female,55682.88,North,279
CUST00259,23.0,Male,67299.92,East,1969
CUST00260,33.0,Female,51232.35,East,1648
CUST00261,46.0,Female,74313.6,North,1293
CUST00262,20.0,Female,97549.7,North,409
CUST00263,37.0,Female,40852.25,West,1960
CUST00264,53.0,Female,30141.2,North,901
CUST00265,36.0,Male,60468.73,West,864
CUST00266,43.0,Male,67988.13,West,1524
CUST00267,20.0,Male,50844.41,Central,804
CUST00268,36.0,Male,81158.69,East,948
CUST00269,37.0,Female,30905.1,East,1754
CUST00270,49.0,Other,67472.54,East,484
CUST00271,24.0,Male,44094.51,Central,395
CUST00272,69.0,Male,85948.8,West,1343
CUST00273,58.0,Female,90865.28,West,1927
CUST00274,50.0,Male,41200.18,North,432
CUST00275,57.0,Female,45107.97,Central,87
CUST00276,56.0,Female,70472.58,North,550
CUST00277,35.0,Female,48031.65,Central,1357
CUST00278,57.0,Male,54182.6,North,1168
CUST00279,18.0,Male,55456.99,South,239
CUST00280,28.0,Female,20445.88,East,1094
CUST00281,45.0,Female,54750.92,East,845
CUST00282,42.0,Male,42584.9,West,202
CUST00283,67.0,Female,46123.79,South,263
CUST00284,40.0,Male,80985.38,East,822
CUST00285,48.0,Female,32382.88,West,1937
CUST00286,47.0,Male,69637.69,South,1643
CUST00287,59.0,Other,49978.67,East,1673
CUST00288,52.0,Male,,North,822
CUST00289,24.0,Male,69226.69,Central,1456
CUST00290,33.0,Male,61120.92,South,1092
CUST00291,43.0,Male,65271.03,West,148
CUST00292,65.0,Female,72427.32,South,364
CUST00293,69.0,Other,49036.45,West,1389
CUST00294,,Male,43979.74,South,1592
CUST00295,19.0,Male,35467.29,West,1669
CUST00296,18.0,Female,40142.61,East,1127
CUST00297,65.0,Female,108083.7,North,1244
CUST00298,29.0,Female,77404.23,East,353
CUST00299,22.0,Male,30680.66,North,1040
CUST00300,54.0,Male,31195.76,East,1200
CUST00301,49.0,Female,63673.59,East,1820
CUST00302,26.0,Male,64850.77,South,313
CUST00303,58.0,Female,64879.91,Central,242
CUST00304,,Male,50410.8,West,1688
CUST00305,36.0,Female,52741.82,West,1771
CUST00306,65.0,Male,60901.83,West,958
CUST00307,33.0,Female,56546.07,North,781
CUST00308,20.0,Female,15052.59,West,1447
CUST00309,37.0,Female,50863.61,West,368
CUST00310,41.0,Male,39674.68,South,1851
CUST00311,50.0,Female,58153.81,East,1075
CUST00312,41.0,Female,108734.66,West,1824
CUST00313,69.0,Female,61614.67,Central,1922
CUST00314,28.0,Female,49356.47,West,134
CUST00315,66.0,Female,71592.43,North,1519
CUST00316,25.0,Female,63688.38,North,1512
CUST00317,53.0,Male,62561.7,North,1485
CUST00318,55.0,Female,65923.31,West,799
CUST00319,57.0,Female,92017.78,South,745
CUST00320,37.0,Male,34644.01,Central,1875
CUST00321,52.0,Male,63525.38,West,1827
CUST00322,65.0,Male,38325.14,South,1672
CUST00323,42.0,Female,64999.23,South,792
CUST00324,52.0,Female,38463.64,West,1989
CUST00325,42.0,Female,47487.4,West,1274
CUST00326,46.0,Female,49688.38,South,408
CUST00327,35.0,Male,72564.7,South,1275
CUST00328,63.0,Male,71532.18,South,1311
CUST00329,35.0,Male,32577.09,West,742
CUST00330,19.0,Male,55988.81,South,1420
CUST00331,52.0,Male,42227.56,North,1823
CUST00332,33.0,Male,32346.91,West,1402
CUST00333,58.0,Female,51093.69,North,254
CUST00334,53.0,Female,49447.31,East,1767
CUST00335,50.0,Other,98680.9,West,767
CUST00336,21.0,Female,62793.28,East,265
CUST00337,50.0,Female,30202.88,South,212
CUST00338,31.0,Male,44834.07,South,741
CUST00339,38.0,Female,73384.9,Central,1922
CUST00340,65.0,Female,92591.97,South,1811
CUST00341,37.0,Male,26452.3,East,473
CUST00342,25.0,Male,21161.36,South,1918
CUST00343,24.0,Female,88677.37,West,652
CUST00344,20.0,Male,62013.06,South,1059
CUST00345,34.0,Female,39370.73,Central,1289
CUST00346,50.0,Female,64623.32,South,1180
CUST00347,65.0,Male,12000.0,East,1157
CUST00348,29.0,Male,55060.76,East,778
CUST00349,68.0,Male,60900.78,South,1968
CUST00350,39.0,Male,71636.86,East,1533
CUST00351,39.0,Male,36749.87,East,184
CUST00352,63.0,Female,56542.37,Central,286
CUST00353,47.0,Male,38342.36,West,264
CUST00354,55.0,Female,59596.91,Central,529
CUST00355,55.0,Male,38883.77,North,318
CUST00356,62.0,Female,47654.18,Central,539
CUST00357,68.0,Male,37075.32,South,1605
CUST00358,25.0,Male,66720.45,West,1853
CUST00359,44.0,Female,,South,738
CUST00360,44.0,Female,50776.83,North,814
CUST00361,51.0,Male,55688.28,West,923
CUST00362,38.0,Female,28925.35,East,805
CUST00363,47.0,Male,49605.82,Central,1622
CUST00364,50.0,Female,54096.32,South,327
CUST00365,45.0,Male,102174.28,North,1663
CUST00366,64.0,Male,34984.59,East,166
CUST00367,50.0,Female,81355.19,Central,405
CUST00368,22.0,Female,72943.46,East,116
CUST00369,65.0,Male,60051.46,Central,1472
CUST00370,36.0,Female,86655.17,West,1807
CUST00371,21.0,Female,61697.9,East,1252
CUST00372,52.0,Male,62004.87,East,1516
CUST00373,66.0,Female,54043.83,East,466
CUST00374,34.0,Male,77024.24,West,1363
CUST00375,61.0,Female,74736.45,North,1649
CUST00376,45.0,Female,43737.81,Central,1807
CUST00377,47.0,Other,31253.55,East,1334
CUST00378,46.0,Male,51346.35,West,1376
CUST00379,63.0,Male,40599.31,North,793
CUST00380,23.0,Male,53856.56,Central,731
CUST00381,52.0,Male,77273.89,West,971
CUST00382,58.0,Male,46768.57,Central,181
CUST00383,54.0,Female,54229.18,East,1355
CUST00384,41.0,Male,56044.41,North,1331
CUST00385,46.0,Male,70271.76,West,1704
CUST00386,66.0,Female,14555.99,North,1741
CUST00387,63.0,Male,44079.39,East,1061
CUST00388,48.0,Female,58803.11,North,836
CUST00389,52.0,Male,76601.42,North,264
CUST00390,50.0,Female,46145.76,South,704
CUST00391,69.0,Male,21222.05,North,590
CUST00392,38.0,Male,66154.81,Central,1355
CUST00393,49.0,Female,43563.48,West,67
CUST00394,40.0,Male,33586.0,South,1189
CUST00395,50.0,Female,43761.78,West,851
CUST00396,20.0,Male,51678.54,West,450
CUST00397,35.0,Male,44114.6,East,1272
CUST00398,42.0,Female,15299.81,East,377
CUST00399,59.0,Male,71147.19,South,1861
CUST00400,48.0,Female,77947.75,East,1599
CUST00401,20.0,Other,66727.4,East,1917
CUST00402,57.0,Female,34521.66,East,1132
CUST00403,63.0,Female,,West,777
CUST00404,41.0,Male,54882.62,South,1948
CUST00405,67.0,Male,65778.3,West,302
CUST00406,49.0,Male,67030.13,Central,1214
CUST00407,64.0,Female,,West,1740
CUST00408,39.0,Other,56475.92,Central,1931
CUST00409,,Male,63231.05,North,337
CUST00410,19.0,Female,81204.8,North,1427
CUST00411,44.0,Male,67681.12,Central,1005
CUST00412,59.0,Female,69203.02,Central,762
CUST00413,19.0,Male,56508.88,West,1062
CUST00414,43.0,Other,80388.26,Central,1854
CUST00415,34.0,Female,62375.73,South,473
CUST00416,57.0,Male,39500.42,North,1166
CUST00417,50.0,Male,80260.66,North,1258
CUST00418,26.0,Male,67562.26,Central,434
CUST00419,60.0,Male,47025.21,East,1751
CUST00420,65.0,Male,46369.13,East,882
CUST00421,56.0,Female,60338.36,Central,1250
CUST00422,46.0,Female,63337.33,South,807
CUST00423,59.0,Female,58551.26,East,1827
CUST00424,43.0,Male,60603.56,Central,1813
CUST00425,52.0,Female,85599.23,South,144
CUST00426,67.0,Female,74287.78,South,1174
CUST00427,42.0,Male,58431.44,West,1706
CUST00428,41.0,Female,71943.59,South,94
CUST00429,30.0,Female,36414.57,East,1329
CUST00430,24.0,Male,62162.69,East,854
CUST00431,53.0,Male,87567.51,Central,268
CUST00432,62.0,Female,51075.17,Central,331
CUST00433,37.0,Male,39742.59,South,1445
CUST00434,18.0,Female,43262.4,North,1575
CUST00435,25.0,Female,35386.61,West,998
CUST00436,63.0,Female,40874.29,North,398
CUST00437,33.0,Male,48330.85,South,262
CUST00438,31.0,Male,29699.79,South,224
CUST00439,29.0,Female,55281.13,North,936
CUST00440,68.0,Female,71240.99,West,1065
CUST00441,40.0,Male,38660.39,North,1959
CUST00442,32.0,Female,82347.11,Central,950
CUST00443,45.0,Female,64194.26,East,718
CUST00444,51.0,Male,73550.45,Central,206
CUST00445,19.0,Male,43158.98,East,246
CUST00446,49.0,Female,70381.45,South,1064
CUST00447,40.0,Male,35345.19,West,1499
CUST00448,39.0,Male,71024.46,North,659
CUST00449,68.0,Male,58093.11,West,193
CUST00450,42.0,Male,64958.52,North,1604
CUST00451,39.0,Female,33839.3,Central,82
CUST00452,39.0,Female,38888.74,Central,247
CUST00453,66.0,Male,65750.11,North,1771
CUST00454,69.0,Female,37929.74,West,1028
CUST00455,59.0,Female,63337.71,North,853
CUST00456,23.0,Female,30391.52,South,1413
CUST00457,32.0,Male,70267.14,Central,414
CUST00458,60.0,Male,32814.58,South,85
CUST00459,54.0,Other,64941.4,Central,147
CUST00460,50.0,Female,66261.36,Central,929
CUST00461,25.0,Male,42458.11,East,1306
CUST00462,61.0,Male,65476.48,South,827
CUST00463,61.0,Male,59687.96,South,809
CUST00464,22.0,Female,45300.85,East,1045
CUST00465,56.0,Female,36846.02,West,832
CUST00466,21.0,Female,,South,874
CUST00467,23.0,Male,61293.7,North,1233
CUST00468,,Female,26833.55,East,1468
CUST00469,49.0,Female,56716.2,South,1923
CUST00470,69.0,Male,50257.93,West,1288
CUST00471,47.0,Female,67224.57,South,884
CUST00472,64.0,Other,49563.18,Central,737
CUST00473,52.0,Male,49069.94,North,1873
CUST00474,57.0,Female,68173.67,East,1133
CUST00475,69.0,Male,61031.04,Central,1700
CUST00476,33.0,Female,60690.81,West,51
CUST00477,30.0,Female,63446.82,Central,1530
CUST00478,67.0,Female,27359.7,Central,872
CUST00479,59.0,Female,68622.2,West,1493
CUST00480,47.0,Male,66024.44,Central,1790
CUST00481,36.0,Female,36699.7,East,1623
CUST00482,34.0,Female,50606.55,South,1146
CUST00483,,Male,54292.47,Central,221
CUST00484,45.0,Female,52579.06,East,1048
CUST00485,43.0,Female,61009.48,South,1156
CUST00486,54.0,Male,80764.6,South,425
CUST00487,43.0,Female,74471.8,Central,1060
CUST00488,40.0,Female,31380.05,East,669
CUST00489,26.0,Male,66197.26,Central,1048
CUST00490,29.0,Other,78920.8,West,596
CUST00491,18.0,Male,61962.55,South,260
CUST00492,18.0,Male,74637.65,Central,903
CUST00493,64.0,Male,91220.87,South,603
CUST00494,51.0,Female,73426.77,East,269
CUST00495,49.0,Female,59487.55,North,119
CUST00496,65.0,Male,73811.59,Central,261
CUST00497,42.0,Male,57607.98,Central,486
CUST00498,57.0,Female,55430.25,South,262
CUST00499,62.0,Male,48674.54,East,383
CUST00500,18.0,Female,83141.44,West,1034
CUST00501,33.0,Female,40268.28,East,1386
CUST00502,56.0,Female,82582.62,Central,468
CUST00503,22.0,Other,63997.55,West,1428
CUST00504,39.0,Male,29812.49,East,1345
CUST00505,46.0,Other,61617.69,North,374
CUST00506,20.0,Female,17199.52,South,693
CUST00507,29.0,Female,66259.14,East,1481
CUST00508,43.0,Male,70934.17,East,686
CUST00509,33.0,Female,44337.59,North,159
CUST00510,68.0,Male,57223.86,Central,170
CUST00511,54.0,Male,90174.83,South,444
CUST00512,39.0,Male,45896.56,East,1146
CUST00513,46.0,Female,35939.66,West,655
CUST00514,31.0,Female,81669.94,East,313
CUST00515,45.0,Female,90326.57,South,1976
CUST00516,22.0,Female,55066.52,East,1708
CUST00517,64.0,Male,73206.33,North,252
CUST00518,,Female,79146.57,East,773
CUST00519,47.0,Male,41635.28,East,492
CUST00520,63.0,Female,46264.49,West,1598
CUST00521,69.0,Female,77155.74,North,1329
CUST00522,22.0,Female,85330.26,North,1735
CUST00523,29.0,Female,,East,1193
CUST00524,33.0,Male,39163.34,West,386
CUST00525,43.0,Female,90767.1,East,1766
CUST00526,43.0,Female,45442.52,East,1076
CUST00527,65.0,Male,48967.52,South,1789
CUST00528,,Male,61162.08,South,1933
CUST00529,56.0,Female,82974.89,West,1323
CUST00530,53.0,Female,70371.57,Central,888
CUST00531,50.0,Male,62467.58,South,694
CUST00532,47.0,Male,63339.19,Central,1386
CUST00533,54.0,Female,55783.26,North,1044
CUST00534,40.0,Female,65046.51,South,114
CUST00535,27.0,Male,12000.0,South,650
CUST00536,22.0,Male,49661.07,West,1084
CUST00537,53.0,Male,59343.79,Central,1794
CUST00538,51.0,Male,34281.75,South,269
CUST00539,69.0,Male,61953.82,South,1943
CUST00540,48.0,Female,51319.52,West,392
CUST00541,27.0,Female,86598.56,West,851
CUST00542,,Female,83314.36,Central,1442
CUST00543,49.0,Male,46615.5,North,1706
CUST00544,18.0,Female,52284.92,North,697
CUST00545,22.0,Female,,East,1352
CUST00546,62.0,Other,46870.13,South,1910
CUST00547,21.0,Female,58510.45,Central,1424
CUST00548,33.0,Male,41350.92,South,128
CUST00549,41.0,Female,34648.92,Central,76
CUST00550,33.0,Male,66208.8,Central,868
CUST00551,19.0,Female,66331.53,Central,451
CUST00552,66.0,Male,40522.32,South,1533
CUST00553,45.0,Male,71116.4,West,1632
CUST00554,49.0,Female,43631.6,South,91
CUST00555,44.0,Male,59556.97,Central,1162
CUST00556,37.0,Female,69766.19,East,1732
CUST00557,41.0,Male,54394.97,North,1602
CUST00558,29.0,Female,63185.34,Central,1172
CUST00559,67.0,Female,45704.27,East,1039
CUST00560,52.0,Female,51463.6,West,627
CUST00561,50.0,Male,51294.53,Central,1435
CUST00562,50.0,Male,41561.59,East,421
CUST00563,68.0,Male,51818.07,Central,1006
CUST00564,60.0,Male,27124.87,South,1105
CUST00565,54.0,Female,46159.23,East,632
CUST00566,29.0,Female,49872.24,South,1342
CUST00567,20.0,Female,50388.76,South,366
CUST00568,18.0,Female,50653.05,East,839
CUST00569,50.0,Female,53888.24,North,1257
CUST00570,57.0,Female,63629.95,East,1933
CUST00571,27.0,Male,70741.31,North,1291
CUST00572,60.0,Female,43304.23,Central,1435
CUST00573,61.0,Female,33342.38,Central,1720
CUST00574,46.0,Female,36243.2,East,781
CUST00575,30.0,Male,46230.35,Central,1189
CUST00576,29.0,Male,,West,1460
CUST00577,48.0,Male,41140.07,South,1561
CUST00578,63.0,Female,31669.9,South,1415
CUST00579,19.0,Female,46789.83,North,1434
CUST00580,68.0,Male,58265.68,Central,910
CUST00581,67.0,Other,65710.53,North,1629
CUST00582,,Male,44966.39,South,664
CUST00583,40.0,Male,,South,283
CUST00584,34.0,Male,38319.43,Central,1530
CUST00585,43.0,Female,54434.09,West,1167
CUST00586,25.0,Female,39728.28,West,49
CUST00587,,Male,65316.3,Central,557
CUST00588,43.0,Female,22854.4,Central,1198
CUST00589,27.0,Male,48526.67,North,1261
CUST00590,43.0,Female,60419.93,Central,1584
CUST00591,51.0,Female,58309.02,West,405
CUST00592,68.0,Female,103474.61,Central,1557
CUST00593,58.0,Male,61296.4,North,1957
CUST00594,24.0,Other,36927.02,North,195
CUST00595,21.0,Female,53281.64,North,1603
CUST00596,67.0,Male,,North,1234
CUST00597,62.0,Female,53549.2,East,890
CUST00598,28.0,Male,40004.99,Central,646
CUST00599,46.0,Female,71477.02,South,641
CUST00600,53.0,Male,45108.28,Central,1655
CUST00601,42.0,Female,52898.21,East,1980
CUST00602,38.0,Female,43559.96,North,1865
CUST00603,53.0,Male,86299.32,East,1497
CUST00604,27.0,Male,49217.63,West,1385
CUST00605,54.0,Male,87986.03,West,532
CUST00606,26.0,Male,69654.73,Central,942
CUST00607,41.0,Male,63677.2,Central,108
CUST00608,52.0,Female,61637.2,South,614
CUST00609,66.0,Male,62088.35,South,1988
CUST00610,52.0,Male,20301.89,West,1991
CUST00611,65.0,Female,49980.1,North,717
CUST00612,53.0,Male,70212.84,East,425
CUST00613,35.0,Female,54119.85,South,1661
CUST00614,66.0,Female,29706.58,South,1910
CUST00615,56.0,Female,54056.72,North,1156
CUST00616,49.0,Female,85673.9,North,431
CUST00617,41.0,Female,77444.05,Central,1004
CUST00618,40.0,Male,53883.93,East,253
